Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列),欢迎词字数,sentiment,positive_prob,医生临床职称,医生教学科研职称
2969,主任医师 ,普通外科,漯河,1,2245,"129,226",25,122,10,2,5,医者仁心健康所系，性命相托尽我所能，为您解忧与同道携手，为患者健康保驾护航,89901,37,2,0.982173,主任医师,无
2970,住院医师 ,肿瘤内科,广州,0,0,445,0,0,0,0,0,无,89949,0,0,0.0315851,住院医师,无
2971,主治医师 ,血液科,庆阳,1,200,"21,707",12,0,2,0,1,无,89999,0,0,0.0315851,主治医师,无
2972,主治医师 讲师 ,泌尿外科,武汉,1,545,"5,879",1,80,0,0,1,无,90003,0,0,0.0315851,主治医师,讲师
2973,副主任医师 ,乳腺外科,攀枝花,1,200,"7,666",0,0,2,0,0,无,90012,0,0,0.0315851,副主任医师,无
2974,副主任医师 副教授 ,消化科,上海,1,0,"2,132",0,1,2,0,0,无,90033,0,0,0.0315851,副主任医师,副教授
2975,主治医师 ,骨科,遂宁,1,200,"8,830",0,0,0,0,0,无,90045,0,0,0.0315851,主治医师,无
2976,副主任医师 ,风湿科,哈尔滨,1,210,"7,917",0,1,0,0,0,无,90067,0,0,0.0315851,副主任医师,无
2977,主治医师 ,泌尿外科,邯郸,1,235,"15,809",0,8,6,1,1,无,90067,0,0,0.0315851,主治医师,无
2978,主治医师 ,腹部外科,北京,1,0,"14,577",0,3,8,2,1,无,90101,0,0,0.0315851,主治医师,无
2979,主任医师 ,消化内科,深圳,1,0,"7,964",0,0,2,0,0,无,90138,0,0,0.0315851,主任医师,无
2980,主治医师 ,肝胆外科,丹东,0,0,"4,516",0,0,0,0,0,无,90147,0,0,0.0315851,主治医师,无
2981,主任医师 教授 ,消化内科,石家庄,1,7000,"409,234",92,1077,35,9,3,欢迎广大患者就胃肠病的诊治、预防问题进行咨询。刘建平，女，医学博士，硕士研究生导师，教授，主任医师。河北省中医院脾胃病一科主任。河北省有突出贡献的中青年专家，获河北省“巾帼建功”明星荣誉称号，获第二届石家庄市青年科技奖，被评为白求恩式好医生；现任中国中医药学会脾胃分会委员，世界中联消化...病专业委员会委员，河北省中医药学会第一届脾胃病专业委员会副主任委员，河北省中西医结合学会消化学会常务委员。主要从事功能性胃肠病消化道肿瘤及癌前状态疾病的发病机制和有效防,90168,230,2,0.997924,主任医师,教授
2982,主治医师 讲师 ,生殖医学科,昆明,1,0,"4,527",1,0,1,0,0,无,90226,0,0,0.0315851,主治医师,讲师
2983,主任医师 副教授 ,口腔正畸科,哈尔滨,1,85,"35,455",3,13,2,0,1,无,90227,0,0,0.0315851,主任医师,副教授
2984,主任医师 教授 ,神经外科,南京,1,17967,"724,226",16,1393,73,25,30,"南京市鼓楼医院神经外科欢迎广大患者咨询就诊欢迎您来到我的个人网站,很多患者因为对疾病的不熟悉,看病就医走了不少弯路,花了不少冤枉钱,希望能在我的专业范围为您提供帮助:1、对于就诊充满迷茫感的患者，想在就诊前与大夫进行简单沟通的患者可申请电话咨询。2、已诊病人，异地或...不方便来我的门诊的患者和家属，可以通过申请电话咨询服务（4008-900-120转3）与我进行一对一的咨询，我可以通过电话沟通方式给您具体的指导。E-mail：glyy110@163",90228,227,2,0.974089,主任医师,教授
2985,主治医师 ,肛肠外科,哈尔滨,0,210,"81,192",4,32,1,0,0,医者仁心无德不行医，良好的医德、精湛的医术为患者服务是我毕生的目标,90234,33,2,0.983897,主治医师,无
2986,住院医师 ,癫痫中心-功能神经外科,北京,0,320,"71,791",9,44,1,0,0,北京市通州区潞河医院功能神经科——宣武潞河癫痫中心...欢迎来到我的个人网站，我的专业是功能神经外科，主攻的方向是癫痫、帕金森、三叉神经痛、面肌痉挛、小儿脑瘫、顽固性疼痛等功能神经科疾病，希望通过我的答疑给您及您的家人带来帮助。,90278,114,2,0.991915,住院医师,无
2987,主治医师 讲师 ,口腔颌面外科,沈阳,1,30,"4,276",0,6,3,0,0,无,90383,0,0,0.0315851,主治医师,讲师
2988,住院医师 ,肛肠科,郴州,1,309,"45,878",12,6,0,0,0,如果你想通过一个一劳永逸的方法去解决便秘问题，这种想法是愚蠢的！便秘的治疗是一项长期的工作，需要你我的配合及坚持不懈！你我的坚持不一定会有效，但坚持就会让我们看到希望，请不要轻言放弃！过程是痛苦的，但结果将是美好的，让我们一起努力！,90403,116,2,0.988431,住院医师,无
2989,住院医师 ,中医科,张掖,1,0,"2,378",0,0,0,0,0,无,90408,0,0,0.0315851,住院医师,无
2990,主治医师 ,外科,淄博,0,0,"1,961",0,0,0,0,0,无,90428,0,0,0.0315851,主治医师,无
2991,主任医师 教授 ,中西医结合科,上海,1,19795,"1,786,626",2,1906,3,6,16,医生这个天使的职业，现在也被市场经济冲得良莠混杂，我愿为维护天使的神圣而做好自己的每一件大，小之事,90471,49,2,0.794272,主任医师,教授
2992,主任医师 教授 ,风湿免疫科,哈尔滨,1,35,"23,881",0,9,20,1,1,无,90475,0,0,0.0315851,主任医师,教授
2993,主任医师 教授 ,普通外科,西安,1,0,"9,688",0,0,8,0,0,无,90492,0,0,0.0315851,主任医师,教授
2994,住院医师 ,眼科,重庆,1,0,719,0,0,0,0,0,无,90500,0,0,0.0315851,住院医师,无
2995,主治医师 ,神经外科,潍坊,0,200,"6,038",0,0,1,0,0,无,90548,0,0,0.0315851,主治医师,无
2996,主任医师 ,结核病科,天津,1,320,"63,617",2,11,5,0,0,欢迎彻底消灭结核病,90552,9,2,0.96299,主任医师,无
2997,住院医师 ,脑病科,驻马店,1,0,"1,633",0,0,0,0,0,感谢广大患友的支持我一定尽心尽意为大家服务，谢谢！,90588,25,2,0.995343,住院医师,无
2998,主治医师 讲师 ,泌尿外科,成都,1,200,"28,654",1,1,1,0,0,您就是我的亲人！谢谢患者们对我的肯定，我会更加全心全意,90644,27,2,0.999557,主治医师,讲师
2999,副主任医师 ,消化内科,聊城,1,200,"7,802",0,0,2,0,0,无,90660,0,0,0.0315851,副主任医师,无
3000,主治医师 讲师 ,介入科,深圳,1,0,"2,870",0,0,0,0,0,无,90666,0,0,0.0315851,主治医师,讲师
3001,主治医师 讲师 ,过敏反应门诊,武汉,1,1315,"39,792",1,178,3,1,0,重视过敏疾病，成就健康生活过敏性疾病的发生率逐年升高，过敏性疾病的种类逐年丰富，过敏原的数目逐年递增。过敏性疾病已成为全球第六大常见慢性病，威胁着每个人的健康。请大家认识过敏原，了解过敏性疾病，规范过敏性疾病诊疗，合理控制过敏微环境，保持健康心态，以期成就健康生活。,90690,133,2,0.976579,主治医师,讲师
3002,住院医师 ,针灸科,杭州,0,20,"2,986",1,4,0,0,0,欢迎关注本人祝大家身体健康，万事如意！非常乐意为各位病友服务,90707,30,2,0.998882,住院医师,无
3003,住院医师 ,骨伤科,德阳,1,10,"1,820",0,2,0,0,0,你之所痛，我之所患真心实意为你解决问题。,90715,20,2,0.672547,住院医师,无
3004,副主任医师 副教授 ,内科,辽源,1,0,"12,907",0,0,1,0,1,无,90775,0,0,0.0315851,副主任医师,副教授
3005,副主任医师 ,眼科,无锡,1,265,"19,878",0,5,4,1,0,无,90777,0,0,0.0315851,副主任医师,无
3006,副主任医师 副教授 ,核医学科,厦门,1,0,"13,003",1,0,0,0,0,无,90798,0,0,0.0315851,副主任医师,副教授
3007,副主任医师 讲师 ,妇产科,连云港,1,320,"164,472",1,55,5,0,0,黎大夫欢迎您欢迎来到黎大夫个人网站。希望我能在这里解决您的疑问，希望我能用腔镜解除您的病痛。,90854,46,2,0.899435,副主任医师,讲师
3008,住院医师 ,肛肠科,济源,1,460,"102,468",21,12,2,0,1,济源市人民医院肛肠科为济源百姓竭诚服务！我院肛肠科现承担济源市所有肛肠专科就诊患者的诊疗服务，可开展内痔外痔混合痔肛裂肛瘘肛周脓肿直肠肿瘤顽固性便秘结肠炎等相关专业疾病本科室现搬新门诊大楼二楼北外科诊区西侧,90904,103,2,0.898638,住院医师,无
3009,住院医师 ,肿瘤科,遵义,0,0,"13,159",0,0,0,0,0,无,90919,0,0,0.0315851,住院医师,无
3010,主任医师 ,眼科,杭州,0,0,924,0,0,1,0,0,无,90967,0,0,0.0315851,主任医师,无
3011,副主任医师 ,CT室,合肥,0,0,"30,547",0,2,3,1,1,无,90973,0,0,0.0315851,副主任医师,无
3012,主任医师 ,耳鼻喉科,攀枝花,1,0,598,0,0,1,0,0,无,90992,0,0,0.0315851,主任医师,无
3013,副主任医师 副教授 ,神经外科,哈尔滨,1,0,"12,184",0,2,11,1,0,无,90999,0,0,0.0315851,副主任医师,副教授
3014,主治医师 ,口腔科,济南,1,975,"93,632",0,77,4,4,3,很喜欢我的导师解放军总医院口腔科步荣发教授的做人风格，也很喜欢他个人网站的欢迎词，在此特引用如下：医患之间的共同目标一致，都是与疾病作斗争而期望战胜疾病。医患之间是相互依存，离开一方，也就没有了另一方。医生，也是普通人。我觉得要想做个...好医师，必须争取做个好人。爱心及同情心是医生的基本要求，还应具有较高的体能和心理素质，具有顽强的毅力和默默承受任何不公正待遇的包容精神，不为经济利益所驱动。好医生必须是医德好、医术精，不可偏废任何一方。医学既是艺术又是,91066,229,2,0.999253,主治医师,无
3015,主治医师 ,康复科,长春,0,0,763,0,0,0,0,0,无,91084,0,0,0.0315851,主治医师,无
3016,主治医师 ,内镜中心,杭州,0,0,"1,600",0,0,1,0,0,无,91103,0,0,0.0315851,主治医师,无
3017,副主任医师 ,肿瘤科,太原,1,0,"2,565",0,0,0,0,0,无,91124,0,0,0.0315851,副主任医师,无
3018,副主任医师 ,脑病科,北京,1,5,"2,435",0,1,1,0,0,无,91160,0,0,0.0315851,副主任医师,无
3019,主治医师 讲师 ,耳鼻喉科,北京,0,85,"5,371",0,16,1,0,0,无,91342,0,0,0.0315851,主治医师,讲师
3020,主治医师 ,眼科,宝鸡,1,230,"8,242",0,2,1,0,0,网站开通新起点珍重生命，珍重光明！,91416,17,2,0.932738,主治医师,无
3021,主治医师 ,小儿科,济宁,1,451,"18,434",1,20,0,0,1,无,91419,0,0,0.0315851,主治医师,无
3022,主任医师 教授 ,耳鼻咽喉头颈外科,上海,1,8860,"527,356",11,511,4,2,31,无,91464,0,0,0.0315851,主任医师,教授
3023,副主任医师 ,口腔正畸科,天津,0,1910,"234,078",3,264,26,3,3,无,91465,0,0,0.0315851,副主任医师,无
3024,主任医师 ,生殖医学中心,承德,1,410,"54,874",4,30,1,0,0,无,91512,0,0,0.0315851,主任医师,无
3025,主治医师 ,优生遗传科,南宁,0,0,808,0,0,0,0,0,无,91579,0,0,0.0315851,主治医师,无
3026,住院医师 ,口腔科,北京,1,130,"13,638",0,18,1,0,0,我最大的心愿就是能用我所学帮您做到牙好胃口好，笑口常开！,91615,28,2,0.999587,住院医师,无
3027,主治医师 ,耳鼻喉科,泰安,0,0,477,0,0,0,0,0,无,91619,0,0,0.0315851,主治医师,无
3028,主任医师 教授 ,血管烧伤整形外科,烟台,1,0,"21,573",0,2,5,1,0,无,91625,0,0,0.0315851,主任医师,教授
3029,主任医师 教授 ,医学影像科,北京,1,250,"25,708",0,7,5,0,2,无,91690,0,0,0.0315851,主任医师,教授
3030,主任医师 教授 ,妇科,沈阳,1,1705,"130,614",3,139,29,9,14,医者仁心“辽宁省妇科盆底疾病诊治中心”落户我们病房！“辽宁省医学会盆底疾病学组”成立！本人担任组长！感谢您的信赖！无论怎样忙，都会挤时间回答您！,91724,72,2,0.971736,主任医师,教授
3031,主治医师 ,肿瘤科,南昌,0,0,"10,500",1,0,2,0,1,无,91725,0,0,0.0315851,主治医师,无
3032,主任医师 副教授 ,结核内科,石家庄,1,0,"12,377",0,1,3,0,1,无,91759,0,0,0.0315851,主任医师,副教授
3033,主治医师 ,口腔科,北京,1,0,"3,039",0,1,4,0,0,无,91776,0,0,0.0315851,主治医师,无
3034,主治医师 ,骨科,郑州,0,30,"1,924",1,6,0,0,0,厚德精诚厉行博爱愿我们共同努力，捍卫骨关节健康！,91782,24,2,0.98604,主治医师,无
3035,主治医师 ,心血管内科,西安,0,0,"1,443",0,0,0,0,0,无,91847,0,0,0.0315851,主治医师,无
3036,主治医师 ,放射科,河源,1,0,"9,840",0,0,0,0,0,无,91864,0,0,0.0315851,主治医师,无
3037,主任医师 教授 ,脑病科,郑州,1,6307,"498,284",3,463,5,0,4,欢迎您各位患者朋友，大家好。我是常学辉，欢迎大家提问。我将在第一时间回答大家的咨询。祝您健康！,91893,47,2,0.985275,主任医师,教授
3038,副主任医师 ,消化内科,石家庄,1,1595,"17,397",1,217,1,1,0,无,91908,0,0,0.0315851,副主任医师,无
3039,主治医师 讲师 ,康复科,广州,1,0,"7,952",0,1,1,1,0,无,91941,0,0,0.0315851,主治医师,讲师
3040,主治医师 ,肿瘤康复科,北京,1,1747,"118,572",24,91,2,0,5,肿瘤患者身心重塑，提高您的生活质量肿瘤患者最重要的任务是吃好、睡好、心态好，其他的事情请学会放下！,91964,49,2,0.988411,主治医师,无
3041,副主任医师 ,呼吸内科,黄石,1,0,"22,285",0,2,2,0,0,无,91982,0,0,0.0315851,副主任医师,无
3042,主任医师 ,中医外科,沈阳,1,2430,"313,507",0,139,1,0,1,无,92024,0,0,0.0315851,主任医师,无
3043,副主任医师 副教授 ,泌尿外科,济南,1,0,"37,210",0,5,12,4,4,无,92026,0,0,0.0315851,副主任医师,副教授
3044,副主任医师 副教授 ,肝胆胰外科,上海,1,0,"11,492",0,1,3,1,0,无,92132,0,0,0.0315851,副主任医师,副教授
3045,副主任医师 副教授 ,消化内科,哈尔滨,1,305,"20,689",0,8,5,2,1,无,92229,0,0,0.0315851,副主任医师,副教授
3046,主治医师 ,眼科,邵阳,0,200,"5,726",0,0,0,0,0,无,92269,0,0,0.0315851,主治医师,无
3047,副主任医师 讲师 ,消化科,南京,1,220,"11,911",0,2,1,0,0,无,92318,0,0,0.0315851,副主任医师,讲师
3048,主治医师 ,脑病六科（神经外科）,潍坊,1,605,"32,238",3,89,2,1,0,临证察机,92339,4,2,0.786636,主治医师,无
3049,主任医师 教授 ,口腔颌面医学影像科,南京,1,0,"9,614",0,0,4,0,0,无,92360,0,0,0.0315851,主任医师,教授
3050,主任医师 副教授 ,麻醉科,广州,1,0,529,0,0,4,1,0,无,92507,0,0,0.0315851,主任医师,副教授
3051,主任医师 教授 ,胸外科,大连,1,220,"10,338",0,4,3,0,2,你的健康，我的心愿科学的发展，科技的进步，使人们的期望寿命在不断延长。我的努力，就是提高人们的生活质量，消灭、减小病痛，提高生存质量。为心胸外科疾病患者提供合理、可靠的医疗和建议。,92507,90,2,0.981081,主任医师,教授
3052,住院医师 ,儿科,鹤岗,0,200,"6,454",0,0,0,0,0,无,92515,0,0,0.0315851,住院医师,无
3053,主治医师 ,口腔科,重庆,1,0,"2,344",0,0,2,0,0,无,92520,0,0,0.0315851,主治医师,无
3054,副主任医师 ,产科,北京,0,0,"130,621",0,15,8,0,0,无,92563,0,0,0.0315851,副主任医师,无
3055,主任医师 ,普通外科,上海,1,0,"2,952",0,0,2,1,0,无,92567,0,0,0.0315851,主任医师,无
3056,主任医师 ,骨科,盘锦,1,196,"18,688",1,0,0,0,1,关注你我，关爱生命！作为一名优秀的医务工作者，必须做到有爱心，有耐心，有责任心！！,92574,41,2,0.999904,主任医师,无
3057,主治医师 ,肾内科,驻马店,1,0,"8,072",0,0,0,0,1,无,92583,0,0,0.0315851,主治医师,无
3058,主任医师 ,内科,天津,1,0,"2,540",0,0,0,0,0,无,92679,0,0,0.0315851,主任医师,无
3059,副主任医师 ,外科,广州,1,15,"2,558",0,2,2,0,0,无,92691,0,0,0.0315851,副主任医师,无
3060,副主任医师 ,老年病研究所,西安,1,2826,"335,493",9,197,4,2,1,为传统中医事业奋斗到底“出淤泥而不染.濯清涟而不妖”.淡薄名利，屏弃浮华，切脉知机，自然圆通，兼容并蓄，终成大医！,92744,57,2,0.939595,副主任医师,无
3061,主任医师 教授 ,整形美容科,成都,1,29725,"1,226,199",56,2375,27,10,45,用心为你创造美丽我将竭诚为你打造出属于你的美丽，为你提供科学、专业、全面的意见助您美丽人生！1、眼部整形美容：双眼皮手术、开眼角、去眼袋手术、上睑下垂矫正术、去除黑眼圈手术　　2、脸部美容：下颌骨缩小、宽下巴缩小、V字脸、颧骨缩小、无下巴矫正术、下...颚骨前移术、颧骨、下颌前凸矫正、凸嘴矫正，隆额3、鼻部整形美容：鼻头缩小术、鼻中隔软骨术、鼻翼缩小术、假体隆鼻术、鼻尖整形4、耳朵整形美容：全耳再造、听力功能重建手术、招风耳矫正手术、耳环孔成型术5、唇部整形,92769,231,2,0.999728,主任医师,教授
3062,主任医师 ,普外科,兰州,1,240,"21,333",0,5,12,1,1,给病人家的温暖，是我们的责任。尽心，尽力是我们每一位医护人员的职责所在。,92771,36,2,0.999381,主任医师,无
3063,主治医师 ,超声科,成都,0,200,"6,134",0,0,0,0,0,无,92833,0,0,0.0315851,主治医师,无
3064,住院医师 ,皮肤性病科,上海,0,430,"55,098",1,20,1,0,1,无,92844,0,0,0.0315851,住院医师,无
3065,主治医师 讲师 ,牙体牙髓病科,南京,1,1520,"88,216",2,94,6,0,2,"ToCureSometimes,ToRelieveOften,ToComfortAlways.有时是治愈；常常是帮助；总是去安慰。——特鲁多医生",92845,72,2,0.98219,主治医师,讲师
3066,住院医师 ,儿科,上海,1,50,"1,095",0,7,0,0,0,无,92899,0,0,0.0315851,住院医师,无
3067,主任医师 教授 ,消化内科,吉林,1,215,"11,569",1,1,0,0,0,无,92951,0,0,0.0315851,主任医师,教授
3068,住院医师 ,伤科,上海,0,200,"7,552",0,0,0,0,1,无,93035,0,0,0.0315851,住院医师,无
3069,主治医师 ,眼科,济南,1,0,"15,759",0,1,6,0,0,无,93043,0,0,0.0315851,主治医师,无
